Category,Name,Price_PLN,Performance_Score,Socket,RAM_Type,TDP_W,Power_W,Form_Factor,Length_mm,Height_mm
CPU Cooler,be quiet! Cooler MaxTDP-130W v105,213,198,,,130,,,,159
CPU Cooler,Noctua Cooler MaxTDP-300W v106,1004,1094,,,300,,,,146
CPU Cooler,Endorfy Cooler MaxTDP-200W v107,428,447,,,200,,,,153
CPU Cooler,Deepcool Cooler MaxTDP-250W v108,453,437,,,250,,,,157
CPU Cooler,Arctic Cooler MaxTDP-65W v109,135,123,,,65,,,,123
CPU Cooler,be quiet! Cooler MaxTDP-250W v110,534,526,,,250,,,,168
CPU Cooler,Deepcool Cooler MaxTDP-130W v111,440,480,,,130,,,,165
CPU Cooler,Noctua Cooler MaxTDP-300W v112,889,911,,,300,,,,120
CPU Cooler,Noctua Cooler MaxTDP-200W v113,389,400,,,200,,,,159
CPU Cooler,Deepcool Cooler MaxTDP-65W v114,107,100,,,65,,,,151
CPU Cooler,Endorfy Cooler MaxTDP-65W v115,156,158,,,65,,,,162
CPU Cooler,be quiet! Cooler MaxTDP-200W v116,338,317,,,200,,,,145
CPU Cooler,Deepcool Cooler MaxTDP-65W v117,123,133,,,65,,,,148
CPU Cooler,Arctic Cooler MaxTDP-130W v118,267,287,,,130,,,,160
CPU Cooler,Endorfy Cooler MaxTDP-250W v119,485,496,,,250,,,,146
CPU Cooler,be quiet! Cooler MaxTDP-250W v120,780,829,,,250,,,,169
CPU Cooler,Deepcool Cooler MaxTDP-250W v121,535,483,,,250,,,,127
CPU Cooler,Endorfy Cooler MaxTDP-300W v122,1049,997,,,300,,,,140
CPU Cooler,Arctic Cooler MaxTDP-130W v123,442,474,,,130,,,,158
CPU Cooler,Deepcool Cooler MaxTDP-250W v124,437,422,,,250,,,,143
CPU Cooler,Arctic Cooler MaxTDP-130W v125,236,229,,,130,,,,133
CPU Cooler,Arctic Cooler MaxTDP-130W v126,427,462,,,130,,,,157
CPU Cooler,Deepcool Cooler MaxTDP-200W v127,369,387,,,200,,,,148
CPU Cooler,Endorfy Cooler MaxTDP-65W v128,108,105,,,65,,,,145
CPU Cooler,Noctua Cooler MaxTDP-65W v129,111,115,,,65,,,,150
CPU Cooler,Deepcool Cooler MaxTDP-200W v130,614,651,,,200,,,,163
CPU Cooler,Endorfy Cooler MaxTDP-200W v131,411,381,,,200,,,,161
CPU Cooler,be quiet! Cooler MaxTDP-300W v132,511,514,,,300,,,,131
CPU Cooler,be quiet! Cooler MaxTDP-200W v133,342,349,,,200,,,,139
CPU Cooler,Arctic Cooler MaxTDP-250W v134,423,393,,,250,,,,156
CPU Cooler,be quiet! Cooler MaxTDP-130W v135,426,432,,,130,,,,165
CPU Cooler,Noctua Cooler MaxTDP-130W v136,396,373,,,130,,,,138
CPU Cooler,be quiet! Cooler MaxTDP-200W v137,422,437,,,200,,,,152
CPU Cooler,be quiet! Cooler MaxTDP-300W v138,556,578,,,300,,,,131
CPU Cooler,Deepcool Cooler MaxTDP-130W v139,344,357,,,130,,,,140
CPU Cooler,Endorfy Cooler MaxTDP-130W v140,329,319,,,130,,,,170
CPU Cooler,be quiet! Cooler MaxTDP-200W v141,391,417,,,200,,,,145
CPU Cooler,be quiet! Cooler MaxTDP-65W v142,205,191,,,65,,,,155
CPU Cooler,Arctic Cooler MaxTDP-130W v143,307,313,,,130,,,,161
CPU Cooler,Deepcool Cooler MaxTDP-65W v144,215,224,,,65,,,,161
CPU Cooler,Arctic Cooler MaxTDP-250W v145,739,699,,,250,,,,170
CPU Cooler,Deepcool Cooler MaxTDP-300W v146,702,751,,,300,,,,140
CPU Cooler,Deepcool Cooler MaxTDP-300W v147,654,716,,,300,,,,150
CPU Cooler,Noctua Cooler MaxTDP-300W v148,670,726,,,300,,,,134
CPU Cooler,Arctic Cooler MaxTDP-200W v149,636,651,,,200,,,,164
CPU Cooler,Endorfy Cooler MaxTDP-300W v150,845,891,,,300,,,,165
CPU Cooler,Endorfy Cooler MaxTDP-65W v151,138,136,,,65,,,,152
CPU Cooler,Endorfy Cooler MaxTDP-300W v152,753,809,,,300,,,,161
CPU Cooler,Deepcool Cooler MaxTDP-300W v153,840,874,,,300,,,,152
CPU Cooler,Noctua Cooler MaxTDP-300W v154,888,959,,,300,,,,159
CPU Cooler,Endorfy Cooler MaxTDP-250W v155,456,458,,,250,,,,137
CPU Cooler,Noctua Cooler MaxTDP-130W v156,445,458,,,130,,,,141
CPU Cooler,Endorfy Cooler MaxTDP-250W v157,704,680,,,250,,,,135
CPU Cooler,Arctic Cooler MaxTDP-65W v158,113,115,,,65,,,,148
CPU Cooler,be quiet! Cooler MaxTDP-200W v159,629,637,,,200,,,,137
CPU Cooler,Endorfy Cooler MaxTDP-300W v160,808,839,,,300,,,,140
CPU Cooler,Arctic Cooler MaxTDP-130W v161,197,207,,,130,,,,138
CPU Cooler,Arctic Cooler MaxTDP-130W v162,384,391,,,130,,,,150
CPU Cooler,be quiet! Cooler MaxTDP-300W v163,608,631,,,300,,,,164
CPU Cooler,Arctic Cooler MaxTDP-300W v164,879,951,,,300,,,,133
CPU Cooler,Arctic Cooler MaxTDP-250W v165,607,616,,,250,,,,139
CPU Cooler,Arctic Cooler MaxTDP-250W v166,713,762,,,250,,,,152
CPU Cooler,be quiet! Cooler MaxTDP-130W v167,266,253,,,130,,,,128
CPU Cooler,Noctua Cooler MaxTDP-65W v168,139,128,,,65,,,,126
CPU Cooler,Arctic Cooler MaxTDP-300W v169,505,509,,,300,,,,152
CPU Cooler,Endorfy Cooler MaxTDP-65W v170,113,116,,,65,,,,139
CPU Cooler,Endorfy Cooler MaxTDP-65W v171,200,199,,,65,,,,165
CPU Cooler,Arctic Cooler MaxTDP-300W v172,943,892,,,300,,,,158
CPU Cooler,Arctic Cooler MaxTDP-250W v173,384,415,,,250,,,,160
CPU Cooler,Endorfy Cooler MaxTDP-200W v174,311,295,,,200,,,,168
CPU Cooler,be quiet! Cooler MaxTDP-200W v175,682,688,,,200,,,,130
CPU Cooler,be quiet! Cooler MaxTDP-250W v176,506,490,,,250,,,,133
CPU Cooler,Deepcool Cooler MaxTDP-200W v177,458,452,,,200,,,,154
CPU Cooler,be quiet! Cooler MaxTDP-250W v178,675,734,,,250,,,,121
CPU Cooler,Deepcool Cooler MaxTDP-250W v179,657,647,,,250,,,,163
CPU Cooler,Deepcool Cooler MaxTDP-300W v180,454,446,,,300,,,,161
CPU Cooler,Endorfy Cooler MaxTDP-200W v181,519,538,,,200,,,,136
CPU Cooler,be quiet! Cooler MaxTDP-130W v182,404,368,,,130,,,,129
CPU Cooler,Endorfy Cooler MaxTDP-65W v183,152,146,,,65,,,,165
CPU Cooler,Noctua Cooler MaxTDP-200W v184,543,540,,,200,,,,123
CPU Cooler,Arctic Cooler MaxTDP-130W v185,361,389,,,130,,,,155
CPU Cooler,Endorfy Cooler MaxTDP-130W v186,198,202,,,130,,,,129
CPU Cooler,Noctua Cooler MaxTDP-300W v187,864,914,,,300,,,,134
CPU Cooler,Arctic Cooler MaxTDP-250W v188,869,876,,,250,,,,131
CPU Cooler,Endorfy Cooler MaxTDP-130W v189,367,369,,,130,,,,136
CPU Cooler,Arctic Cooler MaxTDP-200W v190,698,666,,,200,,,,148
CPU Cooler,Deepcool Cooler MaxTDP-200W v191,380,345,,,200,,,,143
CPU Cooler,be quiet! Cooler MaxTDP-130W v192,285,284,,,130,,,,124
CPU Cooler,Endorfy Cooler MaxTDP-200W v193,300,295,,,200,,,,142
CPU Cooler,Deepcool Cooler MaxTDP-65W v194,142,130,,,65,,,,131
CPU Cooler,Noctua Cooler MaxTDP-65W v195,175,184,,,65,,,,132
CPU Cooler,Arctic Cooler MaxTDP-300W v196,465,453,,,300,,,,140
CPU Cooler,be quiet! Cooler MaxTDP-65W v197,151,139,,,65,,,,149
CPU Cooler,be quiet! Cooler MaxTDP-130W v198,280,272,,,130,,,,148
CPU Cooler,Noctua Cooler MaxTDP-130W v199,215,221,,,130,,,,123
CPU Cooler,Arctic Cooler MaxTDP-200W v200,312,337,,,200,,,,156
CPU Cooler,be quiet! Cooler MaxTDP-250W v201,493,454,,,250,,,,142
CPU Cooler,Deepcool Cooler MaxTDP-200W v202,548,600,,,200,,,,146
CPU Cooler,Deepcool Cooler MaxTDP-250W v203,400,360,,,250,,,,161
CPU Cooler,Deepcool Cooler MaxTDP-200W v204,301,312,,,200,,,,145
CPU Cooler,Noctua Cooler MaxTDP-200W v205,573,593,,,200,,,,152
CPU Cooler,Deepcool Cooler MaxTDP-300W v206,617,661,,,300,,,,143
CPU Cooler,be quiet! Cooler MaxTDP-300W v207,520,540,,,300,,,,129
CPU Cooler,be quiet! Cooler MaxTDP-300W v208,608,556,,,300,,,,129
CPU Cooler,be quiet! Cooler MaxTDP-130W v209,269,245,,,130,,,,128
CPU Cooler,be quiet! Cooler MaxTDP-250W v210,554,510,,,250,,,,158
CPU Cooler,be quiet! Cooler MaxTDP-65W v211,140,131,,,65,,,,153
CPU Cooler,Endorfy Cooler MaxTDP-65W v212,193,183,,,65,,,,140
CPU Cooler,Arctic Cooler MaxTDP-250W v213,563,534,,,250,,,,157
CPU Cooler,Deepcool Cooler MaxTDP-130W v214,454,460,,,130,,,,136
CPU Cooler,Noctua Cooler MaxTDP-130W v215,430,416,,,130,,,,165
CPU Cooler,Deepcool Cooler MaxTDP-130W v216,348,339,,,130,,,,170
CPU Cooler,Noctua Cooler MaxTDP-300W v217,1013,1104,,,300,,,,135
CPU Cooler,Noctua Cooler MaxTDP-250W v218,595,620,,,250,,,,139
CPU Cooler,Noctua Cooler MaxTDP-65W v219,155,161,,,65,,,,147
CPU Cooler,Deepcool Cooler MaxTDP-300W v220,516,544,,,300,,,,168
CPU Cooler,Arctic Cooler MaxTDP-300W v221,1007,1013,,,300,,,,132
CPU Cooler,Arctic Cooler MaxTDP-200W v222,693,640,,,200,,,,170
CPU Cooler,Noctua Cooler MaxTDP-200W v223,513,467,,,200,,,,154
CPU Cooler,Arctic Cooler MaxTDP-250W v224,426,448,,,250,,,,128
CPU Cooler,Arctic Cooler MaxTDP-250W v225,484,453,,,250,,,,163
CPU Cooler,Noctua Cooler MaxTDP-300W v226,972,881,,,300,,,,158
CPU Cooler,Endorfy Cooler MaxTDP-250W v227,798,803,,,250,,,,133
CPU Cooler,be quiet! Cooler MaxTDP-65W v228,222,235,,,65,,,,160
CPU Cooler,Endorfy Cooler MaxTDP-200W v229,564,607,,,200,,,,147
CPU Cooler,Arctic Cooler MaxTDP-65W v230,104,103,,,65,,,,153
CPU Cooler,Arctic Cooler MaxTDP-200W v231,384,362,,,200,,,,146
CPU Cooler,Arctic Cooler MaxTDP-300W v232,631,663,,,300,,,,143
CPU Cooler,Endorfy Cooler MaxTDP-300W v233,570,532,,,300,,,,135
CPU Cooler,Noctua Cooler MaxTDP-130W v234,390,400,,,130,,,,121
CPU Cooler,Noctua Cooler MaxTDP-65W v235,206,220,,,65,,,,122
CPU Cooler,Arctic Cooler MaxTDP-250W v236,808,839,,,250,,,,147
CPU Cooler,Arctic Cooler MaxTDP-130W v237,364,381,,,130,,,,162
CPU Cooler,Deepcool Cooler MaxTDP-300W v238,952,1009,,,300,,,,139
CPU Cooler,Arctic Cooler MaxTDP-65W v239,124,116,,,65,,,,164
CPU Cooler,Endorfy Cooler MaxTDP-130W v240,206,208,,,130,,,,120
CPU Cooler,Noctua Cooler MaxTDP-65W v241,196,212,,,65,,,,167
CPU Cooler,be quiet! Cooler MaxTDP-200W v242,360,375,,,200,,,,153
CPU Cooler,Endorfy Cooler MaxTDP-130W v243,364,380,,,130,,,,162
CPU Cooler,be quiet! Cooler MaxTDP-200W v244,406,384,,,200,,,,162
CPU Cooler,Endorfy Cooler MaxTDP-130W v245,402,410,,,130,,,,149
CPU Cooler,Endorfy Cooler MaxTDP-130W v246,338,371,,,130,,,,167
CPU Cooler,Arctic Cooler MaxTDP-65W v247,170,172,,,65,,,,159
CPU Cooler,be quiet! Cooler MaxTDP-65W v248,170,169,,,65,,,,165
CPU Cooler,be quiet! Cooler MaxTDP-250W v249,633,610,,,250,,,,140
CPU Cooler,Deepcool Cooler MaxTDP-250W v250,395,373,,,250,,,,121
CPU Cooler,Noctua Cooler MaxTDP-200W v251,354,333,,,200,,,,146
CPU Cooler,Noctua Cooler MaxTDP-130W v252,342,366,,,130,,,,170
CPU Cooler,be quiet! Cooler MaxTDP-250W v253,765,790,,,250,,,,155
CPU Cooler,Arctic Cooler MaxTDP-65W v254,159,161,,,65,,,,151
CPU Cooler,Noctua Cooler MaxTDP-130W v255,410,441,,,130,,,,154
CPU Cooler,Arctic Cooler MaxTDP-130W v256,319,313,,,130,,,,159
CPU Cooler,be quiet! Cooler MaxTDP-130W v257,319,316,,,130,,,,128
CPU Cooler,be quiet! Cooler MaxTDP-130W v258,433,453,,,130,,,,147
CPU Cooler,Noctua Cooler MaxTDP-300W v259,573,556,,,300,,,,128
CPU Cooler,Deepcool Cooler MaxTDP-200W v260,492,459,,,200,,,,150
CPU Cooler,Noctua Cooler MaxTDP-250W v261,797,869,,,250,,,,127
CPU Cooler,Noctua Cooler MaxTDP-65W v262,208,189,,,65,,,,122
CPU Cooler,Arctic Cooler MaxTDP-200W v263,549,591,,,200,,,,162
CPU Cooler,Deepcool Cooler MaxTDP-200W v264,575,562,,,200,,,,168
CPU Cooler,Endorfy Cooler MaxTDP-200W v265,319,313,,,200,,,,127
CPU Cooler,Arctic Cooler MaxTDP-65W v266,199,189,,,65,,,,152
CPU Cooler,Endorfy Cooler MaxTDP-130W v267,420,411,,,130,,,,120
CPU Cooler,be quiet! Cooler MaxTDP-200W v268,686,688,,,200,,,,125
CPU Cooler,Arctic Cooler MaxTDP-200W v269,544,548,,,200,,,,121
CPU Cooler,Endorfy Cooler MaxTDP-130W v270,402,426,,,130,,,,136
CPU Cooler,Arctic Cooler MaxTDP-200W v271,489,464,,,200,,,,146
CPU Cooler,Noctua Cooler MaxTDP-300W v272,632,637,,,300,,,,164
CPU Cooler,Endorfy Cooler MaxTDP-130W v273,300,307,,,130,,,,157
CPU Cooler,Noctua Cooler MaxTDP-300W v274,586,534,,,300,,,,121
CPU Cooler,Noctua Cooler MaxTDP-300W v275,920,863,,,300,,,,136
CPU Cooler,be quiet! Cooler MaxTDP-65W v276,161,154,,,65,,,,163
CPU Cooler,Arctic Cooler MaxTDP-130W v277,226,232,,,130,,,,127
CPU Cooler,Endorfy Cooler MaxTDP-250W v278,581,587,,,250,,,,127
CPU Cooler,Deepcool Cooler MaxTDP-200W v279,348,356,,,200,,,,125
CPU Cooler,Noctua Cooler MaxTDP-65W v280,102,97,,,65,,,,150
CPU Cooler,Deepcool Cooler MaxTDP-200W v281,564,525,,,200,,,,141
CPU Cooler,Noctua Cooler MaxTDP-300W v282,781,793,,,300,,,,156
CPU Cooler,Deepcool Cooler MaxTDP-300W v283,839,834,,,300,,,,159
CPU Cooler,Endorfy Cooler MaxTDP-300W v284,971,975,,,300,,,,139
CPU Cooler,be quiet! Cooler MaxTDP-300W v285,885,833,,,300,,,,166
CPU Cooler,Deepcool Cooler MaxTDP-250W v286,419,391,,,250,,,,137
CPU Cooler,be quiet! Cooler MaxTDP-300W v287,486,440,,,300,,,,151
CPU Cooler,Endorfy Cooler MaxTDP-130W v288,412,430,,,130,,,,166
CPU Cooler,Arctic Cooler MaxTDP-250W v289,706,695,,,250,,,,149
CPU Cooler,Endorfy Cooler MaxTDP-300W v290,492,459,,,300,,,,169
CPU Cooler,Arctic Cooler MaxTDP-250W v291,664,681,,,250,,,,144
CPU Cooler,Arctic Cooler MaxTDP-300W v292,892,818,,,300,,,,154
CPU Cooler,be quiet! Cooler MaxTDP-200W v293,315,289,,,200,,,,130
CPU Cooler,be quiet! Cooler MaxTDP-200W v294,317,317,,,200,,,,152
CPU Cooler,Arctic Cooler MaxTDP-65W v295,181,196,,,65,,,,126
CPU Cooler,be quiet! Cooler MaxTDP-250W v296,581,603,,,250,,,,121
CPU Cooler,Noctua Cooler MaxTDP-65W v297,140,142,,,65,,,,160
CPU Cooler,be quiet! Cooler MaxTDP-65W v298,220,207,,,65,,,,158
CPU Cooler,Deepcool Cooler MaxTDP-250W v299,503,551,,,250,,,,169
CPU Cooler,Deepcool Cooler MaxTDP-300W v300,971,952,,,300,,,,150
CPU Cooler,Noctua Cooler MaxTDP-130W v301,407,382,,,130,,,,154
CPU Cooler,Deepcool Cooler MaxTDP-65W v302,107,114,,,65,,,,123
CPU Cooler,Endorfy Cooler MaxTDP-130W v303,329,347,,,130,,,,135
CPU Cooler,Noctua Cooler MaxTDP-130W v304,363,382,,,130,,,,141
CPU Cooler,Arctic Cooler MaxTDP-300W v305,794,756,,,300,,,,124
CPU Cooler,be quiet! Cooler MaxTDP-300W v306,517,509,,,300,,,,154
CPU Cooler,Deepcool Cooler MaxTDP-300W v307,864,811,,,300,,,,168
CPU Cooler,Deepcool Cooler MaxTDP-130W v308,299,323,,,130,,,,157
CPU Cooler,Arctic Cooler MaxTDP-250W v309,548,572,,,250,,,,152
CPU Cooler,Arctic Cooler MaxTDP-300W v310,717,755,,,300,,,,124
CPU Cooler,Arctic Cooler MaxTDP-130W v311,226,235,,,130,,,,170
CPU Cooler,be quiet! Cooler MaxTDP-130W v312,424,458,,,130,,,,128
CPU Cooler,Deepcool Cooler MaxTDP-200W v313,631,654,,,200,,,,143
CPU Cooler,Endorfy Cooler MaxTDP-130W v314,436,447,,,130,,,,141
CPU Cooler,Arctic Cooler MaxTDP-130W v315,328,305,,,130,,,,170
CPU Cooler,be quiet! Cooler MaxTDP-65W v316,108,115,,,65,,,,135
CPU Cooler,Noctua Cooler MaxTDP-130W v317,394,416,,,130,,,,140
CPU Cooler,Endorfy Cooler MaxTDP-130W v318,344,348,,,130,,,,127
CPU Cooler,Noctua Cooler MaxTDP-200W v319,688,633,,,200,,,,138
CPU Cooler,Deepcool Cooler MaxTDP-250W v320,662,619,,,250,,,,167
CPU Cooler,Endorfy Cooler MaxTDP-130W v321,198,184,,,130,,,,149
CPU Cooler,Deepcool Cooler MaxTDP-200W v322,684,746,,,200,,,,168
CPU Cooler,Arctic Cooler MaxTDP-250W v323,660,685,,,250,,,,150
CPU Cooler,Deepcool Cooler MaxTDP-65W v324,129,140,,,65,,,,151
CPU Cooler,Deepcool Cooler MaxTDP-250W v325,424,402,,,250,,,,143
CPU Cooler,Endorfy Cooler MaxTDP-65W v326,119,130,,,65,,,,149
CPU Cooler,Arctic Cooler MaxTDP-200W v327,516,466,,,200,,,,156
CPU Cooler,Deepcool Cooler MaxTDP-130W v328,432,455,,,130,,,,129
CPU Cooler,Endorfy Cooler MaxTDP-200W v329,611,639,,,200,,,,124
CPU Cooler,Endorfy Cooler MaxTDP-200W v330,400,418,,,200,,,,131
CPU Cooler,Deepcool Cooler MaxTDP-300W v331,686,703,,,300,,,,165
CPU Cooler,Noctua Cooler MaxTDP-200W v332,461,450,,,200,,,,120
CPU Cooler,Deepcool Cooler MaxTDP-250W v333,859,844,,,250,,,,160
CPU Cooler,Deepcool Cooler MaxTDP-200W v334,677,727,,,200,,,,127
CPU Cooler,be quiet! Cooler MaxTDP-200W v335,320,304,,,200,,,,120
CPU Cooler,Arctic Cooler MaxTDP-250W v336,703,683,,,250,,,,153
CPU Cooler,Endorfy Cooler MaxTDP-65W v337,217,200,,,65,,,,170
CPU Cooler,be quiet! Cooler MaxTDP-65W v338,151,161,,,65,,,,143
CPU Cooler,Endorfy Cooler MaxTDP-300W v339,908,951,,,300,,,,120
CPU Cooler,Endorfy Cooler MaxTDP-300W v340,1041,1041,,,300,,,,159
CPU Cooler,be quiet! Cooler MaxTDP-300W v341,636,592,,,300,,,,140
CPU Cooler,Noctua Cooler MaxTDP-250W v342,794,834,,,250,,,,162
CPU Cooler,Endorfy Cooler MaxTDP-65W v343,171,155,,,65,,,,170
CPU Cooler,Arctic Cooler MaxTDP-130W v344,280,252,,,130,,,,130
CPU Cooler,Endorfy Cooler MaxTDP-130W v345,241,256,,,130,,,,148
CPU Cooler,Arctic Cooler MaxTDP-250W v346,608,577,,,250,,,,162
CPU Cooler,Arctic Cooler MaxTDP-200W v347,372,387,,,200,,,,134
CPU Cooler,Deepcool Cooler MaxTDP-130W v348,233,242,,,130,,,,122
CPU Cooler,Arctic Cooler MaxTDP-250W v349,509,534,,,250,,,,160
CPU Cooler,be quiet! Cooler MaxTDP-65W v350,122,126,,,65,,,,137
CPU Cooler,Noctua Cooler MaxTDP-250W v351,726,739,,,250,,,,137
CPU Cooler,be quiet! Cooler MaxTDP-300W v352,1039,986,,,300,,,,135
CPU Cooler,be quiet! Cooler MaxTDP-65W v353,161,158,,,65,,,,162
CPU Cooler,Deepcool Cooler MaxTDP-200W v354,329,318,,,200,,,,168
CPU Cooler,Arctic Cooler MaxTDP-250W v355,763,701,,,250,,,,126
CPU Cooler,Arctic Cooler MaxTDP-300W v356,975,1068,,,300,,,,148
CPU Cooler,be quiet! Cooler MaxTDP-65W v357,206,224,,,65,,,,151
CPU Cooler,Endorfy Cooler MaxTDP-200W v358,561,590,,,200,,,,155
CPU Cooler,Noctua Cooler MaxTDP-65W v359,151,158,,,65,,,,127
CPU Cooler,Arctic Cooler MaxTDP-300W v360,519,546,,,300,,,,152
CPU Cooler,Arctic Cooler MaxTDP-65W v361,106,111,,,65,,,,142
CPU Cooler,Endorfy Cooler MaxTDP-130W v362,345,364,,,130,,,,144
CPU Cooler,be quiet! Cooler MaxTDP-65W v363,125,126,,,65,,,,125
CPU Cooler,Endorfy Cooler MaxTDP-200W v364,460,485,,,200,,,,141
CPU Cooler,Deepcool Cooler MaxTDP-200W v365,347,337,,,200,,,,156
CPU Cooler,Deepcool Cooler MaxTDP-300W v366,660,631,,,300,,,,129
CPU Cooler,be quiet! Cooler MaxTDP-65W v367,106,111,,,65,,,,143
CPU Cooler,Deepcool Cooler MaxTDP-200W v368,592,591,,,200,,,,159
CPU Cooler,Noctua Cooler MaxTDP-300W v369,970,1024,,,300,,,,121
CPU Cooler,Deepcool Cooler MaxTDP-65W v370,133,144,,,65,,,,144
CPU Cooler,Endorfy Cooler MaxTDP-130W v371,284,256,,,130,,,,130
CPU Cooler,Deepcool Cooler MaxTDP-300W v372,1012,993,,,300,,,,135
CPU Cooler,be quiet! Cooler MaxTDP-130W v373,354,367,,,130,,,,125
CPU Cooler,Arctic Cooler MaxTDP-65W v374,123,125,,,65,,,,145
CPU Cooler,Deepcool Cooler MaxTDP-65W v375,107,111,,,65,,,,121
CPU Cooler,be quiet! Cooler MaxTDP-250W v376,555,514,,,250,,,,148
CPU Cooler,Arctic Cooler MaxTDP-130W v377,356,359,,,130,,,,140
CPU Cooler,be quiet! Cooler MaxTDP-300W v378,535,499,,,300,,,,138
CPU Cooler,Arctic Cooler MaxTDP-300W v379,934,1000,,,300,,,,165
CPU Cooler,be quiet! Cooler MaxTDP-200W v380,412,441,,,200,,,,157
CPU Cooler,Deepcool Cooler MaxTDP-130W v381,424,410,,,130,,,,153
CPU Cooler,Endorfy Cooler MaxTDP-250W v382,456,463,,,250,,,,137
CPU Cooler,Deepcool Cooler MaxTDP-65W v383,167,182,,,65,,,,160
CPU Cooler,Deepcool Cooler MaxTDP-200W v384,634,670,,,200,,,,163
CPU Cooler,Deepcool Cooler MaxTDP-200W v385,565,601,,,200,,,,150
CPU Cooler,be quiet! Cooler MaxTDP-200W v386,362,334,,,200,,,,160
CPU Cooler,be quiet! Cooler MaxTDP-65W v387,124,117,,,65,,,,138
CPU Cooler,Endorfy Cooler MaxTDP-200W v388,411,450,,,200,,,,144
CPU Cooler,be quiet! Cooler MaxTDP-250W v389,516,534,,,250,,,,128
CPU Cooler,Deepcool Cooler MaxTDP-200W v390,551,566,,,200,,,,145
CPU Cooler,Deepcool Cooler MaxTDP-250W v391,394,431,,,250,,,,158
CPU Cooler,Arctic Cooler MaxTDP-250W v392,785,860,,,250,,,,158
CPU Cooler,Endorfy Cooler MaxTDP-250W v393,617,654,,,250,,,,149
CPU Cooler,Arctic Cooler MaxTDP-250W v394,724,756,,,250,,,,130
CPU Cooler,be quiet! Cooler MaxTDP-65W v395,168,178,,,65,,,,146
CPU Cooler,Endorfy Cooler MaxTDP-200W v396,689,721,,,200,,,,170
CPU Cooler,Deepcool Cooler MaxTDP-200W v397,565,619,,,200,,,,150
CPU Cooler,Deepcool Cooler MaxTDP-65W v398,220,223,,,65,,,,132
CPU Cooler,Noctua Cooler MaxTDP-300W v399,954,1003,,,300,,,,151
CPU Cooler,be quiet! Cooler MaxTDP-250W v400,823,898,,,250,,,,162
CPU Cooler,Endorfy Cooler MaxTDP-130W v401,322,348,,,130,,,,144
CPU Cooler,Noctua Cooler MaxTDP-250W v402,581,614,,,250,,,,123
CPU Cooler,Noctua Cooler MaxTDP-300W v403,862,790,,,300,,,,130
CPU Cooler,be quiet! Cooler MaxTDP-300W v404,1019,929,,,300,,,,136
CPU Cooler,Noctua Cooler MaxTDP-130W v405,360,328,,,130,,,,160
CPU Cooler,Noctua Cooler MaxTDP-300W v406,634,630,,,300,,,,135
CPU Cooler,Endorfy Cooler MaxTDP-300W v407,869,949,,,300,,,,127
CPU Cooler,Arctic Cooler MaxTDP-200W v408,682,631,,,200,,,,161
CPU Cooler,Endorfy Cooler MaxTDP-250W v409,770,728,,,250,,,,140
CPU Cooler,Deepcool Cooler MaxTDP-130W v410,282,277,,,130,,,,129
CPU Cooler,Arctic Cooler MaxTDP-65W v411,145,138,,,65,,,,157
CPU Cooler,Deepcool Cooler MaxTDP-65W v412,174,181,,,65,,,,169
CPU Cooler,Arctic Cooler MaxTDP-130W v413,257,250,,,130,,,,150
CPU Cooler,Deepcool Cooler MaxTDP-300W v414,973,1033,,,300,,,,161
CPU Cooler,Endorfy Cooler MaxTDP-200W v415,434,400,,,200,,,,145
CPU Cooler,Arctic Cooler MaxTDP-200W v416,354,374,,,200,,,,169
CPU Cooler,Endorfy Cooler MaxTDP-200W v417,570,605,,,200,,,,158
CPU Cooler,Endorfy Cooler MaxTDP-65W v418,144,136,,,65,,,,158
CPU Cooler,Arctic Cooler MaxTDP-130W v419,312,334,,,130,,,,141
CPU Cooler,Endorfy Cooler MaxTDP-65W v420,159,153,,,65,,,,168
CPU Cooler,Deepcool Cooler MaxTDP-300W v421,841,853,,,300,,,,165
CPU Cooler,be quiet! Cooler MaxTDP-300W v422,1035,979,,,300,,,,124
CPU Cooler,Noctua Cooler MaxTDP-200W v423,457,494,,,200,,,,139
CPU Cooler,Deepcool Cooler MaxTDP-200W v424,482,512,,,200,,,,124
CPU Cooler,Endorfy Cooler MaxTDP-130W v425,253,254,,,130,,,,129
CPU Cooler,Arctic Cooler MaxTDP-200W v426,496,487,,,200,,,,123
CPU Cooler,Endorfy Cooler MaxTDP-130W v427,446,443,,,130,,,,132
CPU Cooler,Noctua Cooler MaxTDP-200W v428,635,643,,,200,,,,149
CPU Cooler,be quiet! Cooler MaxTDP-300W v429,795,776,,,300,,,,136
CPU Cooler,Noctua Cooler MaxTDP-250W v430,431,448,,,250,,,,120
CPU Cooler,Endorfy Cooler MaxTDP-300W v431,802,798,,,300,,,,144
CPU Cooler,Endorfy Cooler MaxTDP-300W v432,896,876,,,300,,,,167
CPU Cooler,be quiet! Cooler MaxTDP-65W v433,184,187,,,65,,,,149
CPU Cooler,Deepcool Cooler MaxTDP-250W v434,485,471,,,250,,,,151
CPU Cooler,be quiet! Cooler MaxTDP-200W v435,573,563,,,200,,,,128
CPU Cooler,Endorfy Cooler MaxTDP-65W v436,105,115,,,65,,,,146
CPU Cooler,Endorfy Cooler MaxTDP-130W v437,403,427,,,130,,,,168
CPU Cooler,Noctua Cooler MaxTDP-250W v438,865,915,,,250,,,,163
